Id,Point_Id,Date,Date_Previous,Direct,Estimate,Units,Cost,Batch,Standing_Charge,Standing_Charge_2,Other_Charge,VAT,Climate_Change_Levy,Climate_Change_Levy_Rate,M1_Present,M1_Previous,M1_Factor,M1_Units,M2_Present,M2_Previous,M2_Factor,M2_Units,M3_Present,M3_Previous,M3_Factor,M3_Units,M4_Present,M4_Previous,M4_Factor,M4_Units,Water_Factor,Water_Units,Water_Cost_Rate,Water_Cost,Sewerage_Factor,Sewerage_Units,Sewerage_Cost_Rate,Sewerage_Cost,Last_Update,Last_User,Rates,Rates_Cost_Rate,Rates_Cost,Trade_Effluent_Cost,Surface_Water_Cost,Environmental_Cost,Note,Date_Paid,Date_TaxPoint,Invoice_Number,Locked,Passed_To_Accounts,Status,EDI,SupplierName,Number,Standing_Charge_Rate,Standing_Charge_Rate_2,B1_Present,B1_Previous,B1_Factor,B1_Units,B2_Present,B2_Previous,B2_Factor,B2_Units,Trade_Effluent_Factor,Trade_Effluent_Units,Trade_Effluent_Cost_Rate,Rates_Road_Cost_Rate,Rates_Road_Cost,Highway_Cost,Volume_Cost,Invoice_Period,Standing_Charge_Period,Meter_Size_1,Meter_Size_1_Supply_Rate,Meter_Size_1_Waste_Rate,Meter_Size_2,Meter_Size_2_Supply_Rate,Meter_Size_2_Waste_Rate,Meter_Size_Supply,Meter_Size_Waste,Standing_Charge_Date,Standing_Charge_Date_Previous,Suspended_Solids,Chemical_Oxygen_Demand,Exclude_From_Reports,Savings_Estimated,Savings_Actual,Link_1,Checksum,Invoice_Received,Custom_1,Non_Vatable_Charges,Custom_Text_1,DisableCalculation,Tariff_Cost,Misc_Cost,M1_Read_Date,M1_Read_Code,M2_Read_Date,M2_Read_Code,M3_Read_Date,M3_Read_Code,M4_Read_Date,M4_Read_Code,B1_Read_Date,B1_Read_Code,B2_Read_Date,B2_Read_Code,Screen_Format,Record_Source
150,521,2017-10-04 00:00:00.000,2017-08-25 00:00:00.000,D,NULL,12,0,259,0,0,0,0,0,0,301,301,1,0,1606,1594,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,catfordshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-04 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,2017-08-25 00:00:00.000,0,0,0,0,0,,-1676684361,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
151,682,2017-10-04 00:00:00.000,2017-09-01 00:00:00.000,D,NULL,475,0,259,0,0,0,0,0,0,7754,7279,1,475,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,rutherglenshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-04 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,2017-09-01 00:00:00.000,0,0,0,0,0,,-97211511,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
152,556,2017-10-04 00:00:00.000,2017-08-25 00:00:00.000,D,NULL,0,0,259,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,hailshamshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-04 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,2017-08-25 00:00:00.000,0,0,0,0,0,,-1342414443,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
153,429,2017-10-04 00:00:00.000,2017-07-29 00:00:00.000,D,NULL,0,0,259,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,glenrothesshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-04 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,2017-07-29 00:00:00.000,0,0,0,0,0,,404214447,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
154,390,2017-10-04 00:00:00.000,2017-10-04 00:00:00.000,D,NULL,0,0,259,0,0,0,0,0,0,18319,18319,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,dumfriesshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-04 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,2017-10-04 00:00:00.000,0,0,0,0,0,,1033139173,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
155,564,2017-10-04 00:00:00.000,2017-09-04 00:00:00.000,D,NULL,0,0,259,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,highwycombeshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-04 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-04 00:00:00.000,2017-09-04 00:00:00.000,0,0,0,0,0,,-1997201803,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
156,523,2017-10-05 00:00:00.000,2017-08-31 00:00:00.000,D,NULL,2,0,259,0,0,0,0,0,0,1781,1779,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-05 00:00:00.000,cleveleysshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-05 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-05 00:00:00.000,2017-08-31 00:00:00.000,0,0,0,0,0,,1552327291,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
157,416,2017-10-05 00:00:00.000,2017-08-25 00:00:00.000,D,NULL,-257,0,259,0,0,0,0,0,0,2,259,1,-257,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-05 00:00:00.000,inverkeithingshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-05 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-05 00:00:00.000,2017-08-25 00:00:00.000,0,0,0,0,0,,-1015199900,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
158,401,2017-10-05 00:00:00.000,2017-09-01 00:00:00.000,D,NULL,19533,0,259,0,0,0,0,0,0,3238233,3218700,1,19533,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-06 00:00:00.000,newingtonshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-05 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-05 00:00:00.000,2017-09-01 00:00:00.000,0,0,0,0,0,,-1734243224,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
159,542,2017-10-05 00:00:00.000,2017-10-05 00:00:00.000,D,NULL,0,0,259,0,0,0,0,0,0,671,671,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-05 00:00:00.000,eastleighshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-05 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-05 00:00:00.000,2017-10-05 00:00:00.000,0,0,0,0,0,,903416023,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
160,516,2017-10-06 00:00:00.000,2017-09-04 00:00:00.000,D,NULL,7471,0,259,0,0,0,0,0,0,28792,21321,1,7471,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-06 00:00:00.000,cambuslangshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-06 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-06 00:00:00.000,2017-09-04 00:00:00.000,0,0,0,0,0,,-153086880,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
161,413,2017-10-11 00:00:00.000,2017-09-07 00:00:00.000,D,NULL,2551,0,259,0,0,0,0,0,0,422022,419471,1,2551,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-11 00:00:00.000,saltcoatsshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-11 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-11 00:00:00.000,2017-09-07 00:00:00.000,0,0,0,0,0,,-450787496,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
162,606,2017-10-11 00:00:00.000,2017-09-13 00:00:00.000,D,NULL,4,0,259,0,0,0,0,0,0,1634,1630,1,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-11 00:00:00.000,norwichshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-11 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-11 00:00:00.000,2017-09-13 00:00:00.000,0,0,0,0,0,,-1289256577,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
163,624,2017-10-11 00:00:00.000,2017-09-08 00:00:00.000,D,NULL,2,0,259,0,0,0,0,0,0,2292,2290,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-11 00:00:00.000,riponshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-11 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-11 00:00:00.000,2017-09-08 00:00:00.000,0,0,0,0,0,,462905481,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
164,618,2017-10-12 00:00:00.000,2017-09-07 00:00:00.000,D,NULL,1,0,259,0,0,0,0,0,0,353,352,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-12 00:00:00.000,southamptonshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-12 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-12 00:00:00.000,2017-09-07 00:00:00.000,0,0,0,0,0,,-2080714718,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
172,584,2017-10-19 00:00:00.000,2017-09-18 00:00:00.000,D,NULL,5,0,275,0,0,0,0,0,0,583,578,1,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-19 00:00:00.000,longeatonshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-19 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-19 00:00:00.000,2017-09-18 00:00:00.000,0,0,0,0,0,,2145716492,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
173,614,2017-10-19 00:00:00.000,2017-10-19 00:00:00.000,D,NULL,0,0,275,0,0,0,0,0,0,22743,22743,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-19 00:00:00.000,peterleeshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-19 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-19 00:00:00.000,2017-10-19 00:00:00.000,0,0,0,0,0,,419626287,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
174,666,2017-10-20 00:00:00.000,2017-09-15 00:00:00.000,D,NULL,1,0,275,0,0,0,0,0,0,2088,2087,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-20 00:00:00.000,welwynshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-20 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-20 00:00:00.000,2017-09-15 00:00:00.000,0,0,0,0,0,,962508191,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
180,521,2017-11-01 00:00:00.000,2017-10-04 00:00:00.000,D,NULL,13,0,287,0,0,0,0,0,0,302,301,1,1,1618,1606,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,catfordshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-11-01 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,2017-10-04 00:00:00.000,0,0,0,0,0,,426693357,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
181,564,2017-11-01 00:00:00.000,2017-10-04 00:00:00.000,D,NULL,0,0,287,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,highwycombeshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-11-01 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,2017-10-04 00:00:00.000,0,0,0,0,0,,1400822802,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
182,516,2017-11-01 00:00:00.000,2017-10-06 00:00:00.000,D,NULL,2649,0,287,0,0,0,0,0,0,31441,28792,1,2649,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,cambuslangshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-11-01 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,2017-10-06 00:00:00.000,0,0,0,0,0,,-622611736,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
183,596,2017-11-01 00:00:00.000,2017-10-03 00:00:00.000,D,NULL,8,0,287,0,0,0,0,0,0,489,481,1,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,morleyshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-11-01 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,2017-10-03 00:00:00.000,0,0,0,0,0,,1418095852,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
165,588,2017-10-13 00:00:00.000,2017-09-09 00:00:00.000,D,NULL,88898,0,274,0,0,0,0,0,0,89207,309,1,88898,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-13 00:00:00.000,stannesshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-13 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-13 00:00:00.000,2017-09-09 00:00:00.000,0,0,0,0,0,,-1393311501,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
166,571,2017-10-13 00:00:00.000,2017-09-09 00:00:00.000,D,NULL,40,0,274,0,0,0,0,0,0,7689,7649,1,40,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-13 00:00:00.000,ilfordshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-13 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-13 00:00:00.000,2017-09-09 00:00:00.000,0,0,0,0,0,,64211453,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
167,594,2017-10-13 00:00:00.000,2017-09-07 00:00:00.000,D,NULL,-31592,0,274,0,0,0,0,0,0,31,31623,1,-31592,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-13 00:00:00.000,morecambeshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-13 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-13 00:00:00.000,2017-09-07 00:00:00.000,0,0,0,0,0,,1616375549,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
168,546,2017-10-13 00:00:00.000,2017-09-08 00:00:00.000,D,NULL,118,0,274,0,0,0,0,0,0,19344,19226,1,118,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-13 00:00:00.000,ellesmereportshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-13 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-13 00:00:00.000,2017-09-08 00:00:00.000,0,0,0,0,0,,-191930354,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
169,558,2017-10-14 00:00:00.000,2017-09-16 00:00:00.000,D,NULL,11413,0,274,0,0,0,0,0,0,12647,1234,1,11413,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-14 00:00:00.000,hanleyshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-14 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-14 00:00:00.000,2017-09-16 00:00:00.000,0,0,0,0,0,,-929191937,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
170,518,2017-10-18 00:00:00.000,2017-09-18 00:00:00.000,D,NULL,2,0,274,0,0,0,0,0,0,1512,1510,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-18 00:00:00.000,canveyislandshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-18 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-18 00:00:00.000,2017-09-18 00:00:00.000,0,0,0,0,0,,-573087690,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
171,419,2017-10-19 00:00:00.000,2017-10-19 00:00:00.000,D,NULL,0,0,274,0,0,0,0,0,0,33302,33302,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-19 00:00:00.000,standrewsshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-19 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-19 00:00:00.000,2017-10-19 00:00:00.000,0,0,0,0,0,,-1787273288,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
175,389,2017-10-20 00:00:00.000,2017-09-22 00:00:00.000,D,NULL,1,0,279,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-20 00:00:00.000,brechinshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-20 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-20 00:00:00.000,2017-09-22 00:00:00.000,0,0,0,0,0,,-700911221,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
176,674,2017-10-20 00:00:00.000,2017-09-22 00:00:00.000,D,NULL,2,0,279,0,0,0,0,0,0,317,315,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-20 00:00:00.000,wilmslowshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-20 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-20 00:00:00.000,2017-09-22 00:00:00.000,0,0,0,0,0,,1505947221,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
177,554,2017-10-24 00:00:00.000,2017-10-24 00:00:00.000,D,NULL,0,0,279,0,0,0,0,0,0,18856,18856,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-24 00:00:00.000,gosportshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-24 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-24 00:00:00.000,2017-10-24 00:00:00.000,0,0,0,0,0,,607722408,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
178,405,2017-10-25 00:00:00.000,2017-09-29 00:00:00.000,D,NULL,2618,0,279,0,0,0,0,0,0,690268,687650,1,2618,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-25 00:00:00.000,GlasgowspringburnSho@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-25 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-25 00:00:00.000,2017-09-29 00:00:00.000,0,0,0,0,0,,-76866923,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
179,546,2017-10-27 00:00:00.000,2017-10-13 00:00:00.000,D,NULL,56,0,279,0,0,0,0,0,0,19400,19344,1,56,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-10-27 00:00:00.000,ellesmereportshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-10-27 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-27 00:00:00.000,2017-10-13 00:00:00.000,0,0,0,0,0,,-1848008699,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
184,429,2017-11-01 00:00:00.000,2017-10-04 00:00:00.000,D,NULL,0,0,287,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,glenrothesshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-11-01 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,2017-10-04 00:00:00.000,0,0,0,0,0,,-1969047472,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
185,556,2017-11-01 00:00:00.000,2017-10-04 00:00:00.000,D,NULL,0,0,287,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,hailshamshop@satcol.org,0,0,0,0,0,0,NULL,NULL,2017-11-01 00:00:00.000,NULL,0,0,0,,NULL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-01 00:00:00.000,2017-10-04 00:00:00.000,0,0,0,0,0,,-366023278,NULL,0,0,,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
